open_time,open,high,low,close,volume,spread,real_volume
2020-11-04 00:00:00,1.17272,1.17704,1.16019,1.17206,91689,0,0
2020-11-05 00:00:00,1.17206,1.18598,1.17108,1.18213,85008,0,0
2020-11-06 00:00:00,1.18215,1.18909,1.17954,1.18746,79630,0,0
2020-11-08 00:00:00,1.18873,1.1889,1.18854,1.18879,365,0,0
2020-11-09 00:00:00,1.18879,1.192,1.17951,1.18171,103118,0,0
2020-11-10 00:00:00,1.18171,1.18432,1.17798,1.18182,87877,0,0
2020-11-11 00:00:00,1.18182,1.18328,1.17455,1.17766,53543,0,0
2020-11-12 00:00:00,1.17766,1.18231,1.17586,1.18056,56702,0,0
2020-11-13 00:00:00,1.18055,1.18372,1.17989,1.18326,44483,0,0
2020-11-15 00:00:00,1.184,1.18404,1.1827,1.18368,473,0,0
2020-11-16 00:00:00,1.18367,1.18688,1.18141,1.18557,57725,0,0
2020-11-17 00:00:00,1.18557,1.18939,1.18428,1.18622,43711,0,0
2020-11-18 00:00:00,1.18622,1.1891,1.18491,1.18509,49532,0,0
2020-11-19 00:00:00,1.18508,1.18825,1.18163,1.18691,53409,0,0
2020-11-20 00:00:00,1.18691,1.18909,1.18497,1.18587,44542,0,0
2020-11-22 00:00:00,1.18496,1.18589,1.18496,1.18584,469,0,0
2020-11-23 00:00:00,1.18587,1.19061,1.18,1.18382,49311,0,0
2020-11-24 00:00:00,1.18382,1.18959,1.18377,1.18918,49608,0,0
2020-11-25 00:00:00,1.18918,1.19298,1.18819,1.19144,56417,0,0
2020-11-26 00:00:00,1.19144,1.19409,1.18853,1.19094,34424,0,0
2020-11-27 00:00:00,1.19093,1.1963,1.19093,1.19593,37782,0,0
2020-11-29 00:00:00,1.196,1.19682,1.196,1.1966,471,0,0
2020-11-30 00:00:00,1.19659,1.20034,1.19236,1.19293,58084,0,0
2020-12-01 00:00:00,1.19293,1.20766,1.19289,1.20714,58719,0,0
2020-12-02 00:00:00,1.20714,1.21184,1.204,1.21126,69051,0,0
2020-12-03 00:00:00,1.21127,1.21746,1.21011,1.21429,74072,0,0
2020-12-04 00:00:00,1.21429,1.21773,1.211,1.21201,76428,0,0
2020-12-06 00:00:00,1.21299,1.213,1.21186,1.21264,630,0,0
2020-12-07 00:00:00,1.21266,1.21664,1.20787,1.211,77579,0,0
2020-12-08 00:00:00,1.21101,1.2134,1.20956,1.21048,72104,0,0
2020-12-09 00:00:00,1.21053,1.21474,1.20585,1.20801,72268,0,0
2020-12-10 00:00:00,1.20802,1.21588,1.20757,1.214,85371,0,0
2020-12-11 00:00:00,1.21409,1.21628,1.21054,1.21125,70687,0,0
2020-12-13 00:00:00,1.21366,1.21432,1.21323,1.21331,2008,0,0
2020-12-14 00:00:00,1.2133,1.21766,1.21156,1.2145,64178,0,0
2020-12-15 00:00:00,1.21451,1.21687,1.21214,1.215,65608,0,0
2020-12-16 00:00:00,1.21503,1.22124,1.21249,1.21973,76522,0,0
2020-12-17 00:00:00,1.21974,1.22729,1.21897,1.22669,66067,0,0
2020-12-18 00:00:00,1.22671,1.22687,1.22256,1.22542,58013,0,0
2020-12-20 00:00:00,1.22166,1.22342,1.22166,1.22292,441,0,0
2020-12-21 00:00:00,1.22274,1.22528,1.21296,1.22372,103450,0,0
2020-12-22 00:00:00,1.22407,1.22573,1.2152,1.2164,78748,0,0
2020-12-23 00:00:00,1.2164,1.22212,1.2154,1.21893,79612,0,0
2020-12-24 00:00:00,1.21898,1.22157,1.21774,1.21808,47341,0,0
2020-12-27 00:00:00,1.21696,1.21937,1.21696,1.21885,401,0,0
2020-12-28 00:00:00,1.21883,1.22506,1.2181,1.22083,65561,0,0
2020-12-29 00:00:00,1.22081,1.22749,1.22081,1.22524,55593,0,0
2020-12-30 00:00:00,1.22543,1.23099,1.22514,1.22964,67109,0,0
2020-12-31 00:00:00,1.22964,1.23093,1.22128,1.22129,57499,0,0
2021-01-03 00:00:00,1.22395,1.22398,1.2228,1.22341,521,0,0
2021-01-04 00:00:00,1.22336,1.23098,1.22304,1.22504,85501,0,0
2021-01-05 00:00:00,1.22504,1.23056,1.22472,1.22964,75451,0,0
2021-01-06 00:00:00,1.22963,1.23494,1.22657,1.23276,118374,0,0
2021-01-07 00:00:00,1.23276,1.23441,1.22452,1.22642,84830,0,0
2021-01-08 00:00:00,1.22644,1.22845,1.21932,1.22218,99469,0,0
2021-01-10 00:00:00,1.22116,1.22285,1.22113,1.22167,426,0,0
2021-01-11 00:00:00,1.22174,1.22183,1.21323,1.21515,79583,0,0
2021-01-12 00:00:00,1.21531,1.22097,1.21372,1.2205,71747,0,0
2021-01-13 00:00:00,1.2205,1.22229,1.21399,1.21563,69623,0,0
2021-01-14 00:00:00,1.21563,1.21784,1.21112,1.21514,82023,0,0
2021-01-15 00:00:00,1.2152,1.21625,1.2075,1.20766,70428,0,0
2021-01-17 00:00:00,1.20813,1.20847,1.20745,1.20771,368,0,0
2021-01-18 00:00:00,1.20771,1.20867,1.20536,1.20763,51938,0,0
2021-01-19 00:00:00,1.20769,1.21449,1.20739,1.21279,59437,0,0
2021-01-20 00:00:00,1.21281,1.21582,1.20767,1.21091,63559,0,0
2021-01-21 00:00:00,1.21097,1.21732,1.21091,1.21672,64740,0,0
2021-01-22 00:00:00,1.21672,1.21894,1.21515,1.21704,56730,0,0
2021-01-24 00:00:00,1.21704,1.21704,1.21625,1.21665,379,0,0
2021-01-25 00:00:00,1.21669,1.21833,1.2116,1.21419,55001,0,0
2021-01-26 00:00:00,1.21419,1.2176,1.21078,1.21605,51269,0,0
2021-01-27 00:00:00,1.21604,1.21696,1.20586,1.21082,74919,0,0
2021-01-28 00:00:00,1.21083,1.21421,1.20805,1.21212,76934,0,0
2021-01-29 00:00:00,1.21212,1.21558,1.20944,1.21353,74796,0,0
2021-01-31 00:00:00,1.21301,1.21318,1.21266,1.21272,542,0,0
2021-02-01 00:00:00,1.21272,1.21364,1.20562,1.20615,63792,0,0
2021-02-02 00:00:00,1.20615,1.20876,1.20117,1.2043,58964,0,0
2021-02-03 00:00:00,1.2043,1.205,1.20042,1.20328,49535,0,0
2021-02-04 00:00:00,1.20328,1.20428,1.19574,1.1964,52286,0,0
2021-02-05 00:00:00,1.19639,1.20498,1.19522,1.20492,66638,0,0
2021-02-07 00:00:00,1.20426,1.20431,1.20355,1.20423,546,0,0
2021-02-08 00:00:00,1.20423,1.20661,1.20197,1.20489,60409,0,0
2021-02-09 00:00:00,1.20487,1.21221,1.20472,1.21186,64562,0,0
2021-02-10 00:00:00,1.21187,1.2144,1.21088,1.21184,48499,0,0
2021-02-11 00:00:00,1.21191,1.21493,1.21135,1.21315,47046,0,0
2021-02-12 00:00:00,1.21315,1.21332,1.20815,1.21189,54344,0,0
2021-02-14 00:00:00,1.2124,1.21244,1.21191,1.21229,650,0,0
2021-02-15 00:00:00,1.21229,1.21452,1.21167,1.21271,39872,0,0
2021-02-16 00:00:00,1.21273,1.21694,1.20949,1.21023,62982,0,0
2021-02-17 00:00:00,1.21023,1.21036,1.20234,1.20435,70220,0,0
2021-02-18 00:00:00,1.20436,1.20944,1.20356,1.209,60403,0,0
2021-02-19 00:00:00,1.20901,1.21443,1.20823,1.21174,59035,0,0
2021-02-21 00:00:00,1.21131,1.21253,1.21131,1.2121,335,0,0
2021-02-22 00:00:00,1.21234,1.21694,1.20912,1.21596,67045,0,0
2021-02-23 00:00:00,1.21596,1.21802,1.21353,1.21485,65519,0,0
2021-02-24 00:00:00,1.21486,1.21745,1.21092,1.21649,82687,0,0
2021-02-25 00:00:00,1.21637,1.22432,1.2156,1.21819,106433,0,0
2021-02-26 00:00:00,1.21819,1.21826,1.20622,1.2072,128399,0,0
